id,picking_slip_id,printed_username,inspected_username,packed_username,shipped_username,held_username,cancelled_username,refunded_username,confirmed_username,printed_at,inspected_at,packed_at,shipped_at,delivered_at,returned_at,cancelled_at,refunded_at,held_at,confirmed_at,held_reason
143,143,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2023-01-06 10:23:17,2022-12-05 01:26:11,2022-12-05 04:47:08,2023-01-03 07:41:20,,,,,,," cancelled_username"
144,144,Kyu(5850),so young jeong(75727,jason_(38952),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:39:43,2022-12-05 01:17:43,2022-12-28 07:39:02,,,,,,," cancelled_username"
145,145,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
146,146,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
147,147,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2023-01-06 10:23:17,2022-12-05 01:28:50,2022-12-05 04:38:13,2023-01-03 07:41:20,,,,,,," cancelled_username"
148,148,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2023-01-06 10:23:17,2022-12-05 00:15:06,2022-12-05 04:40:53,2023-01-03 07:41:20,,,,,,," cancelled_username"
149,149,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
150,150,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
151,151,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
152,152,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
153,153,chloe93(12810),hanpoom logi(75732),jason_(38952),,,,,system(0),2023-01-06 10:23:17,2022-12-05 05:07:00,2022-12-05 05:29:49,2023-01-03 07:41:20,,,,,,," cancelled_username"
154,154,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
155,155,Kyu(5850),jason_(38952),Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:44:42,2022-12-05 01:12:49,2022-12-28 07:39:02,,,,,,," cancelled_username"
156,156,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
157,157,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
158,158,Kyu(5850),jason_(38952),,chris,,,,chris,2022-12-05 00:04:47,2022-12-05 00:44:31,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
159,159,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
160,160,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
161,161,Kyu(5850),so young jeong(75727,jason_(38952),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:39:26,2022-12-05 01:17:12,2022-12-28 07:39:02,,,,,,," cancelled_username"
162,162,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
163,163,chloe93(12810),hanpoom logi(75732),jason_(38952),,,,,system(0),2023-01-06 10:23:17,2022-12-05 01:23:02,2022-12-05 05:13:31,2023-01-03 07:41:20,,,,,,," cancelled_username"
164,164,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2023-01-06 10:23:17,2022-12-05 01:16:21,2022-12-05 04:53:05,2023-01-03 07:41:20,,,,,,," cancelled_username"
165,165,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
166,166,Kyu(5850),jason_(38952),Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:44:19,2022-12-05 01:12:17,2022-12-28 07:39:02,,,,,,," cancelled_username"
167,167,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
168,168,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
169,169,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
170,170,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
171,171,Kyu(5850),jason_(38952),Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:44:08,2022-12-05 01:11:37,2022-12-28 07:39:02,,,,,,," cancelled_username"
172,172,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2023-01-06 10:23:17,2022-12-05 01:21:11,2022-12-05 04:51:59,2023-01-03 07:41:20,,,,,,," cancelled_username"
173,173,Kyu(5850),jason_(38952),Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:43:58,2022-12-05 01:11:05,2022-12-28 07:39:02,,,,,,," cancelled_username"
174,174,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
175,175,Kyu(5850),jason_(38952),chloe93(12810),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:43:50,2022-12-05 08:47:51,2022-12-28 07:39:02,,,,,,," cancelled_username"
176,176,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
177,177,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
178,178,Kyu(5850),jason_(38952),Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:43:41,2022-12-05 01:09:58,2022-12-28 07:39:02,,,,,,," cancelled_username"
179,179,Kyu(5850),jason_(38952),Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:43:32,2022-12-05 01:09:30,2022-12-28 07:39:02,,,,,,," cancelled_username"
180,180,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
181,181,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
182,182,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
183,183,Kyu(5850),jason_(38952),Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:43:23,2022-12-05 01:09:01,2022-12-28 07:39:02,,,,,,," cancelled_username"
184,184,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
185,185,Kyu(5850),jason_(38952),Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:43:13,2022-12-05 01:08:21,2022-12-28 07:39:02,,,,,,," cancelled_username"
186,186,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:43:35,2022-12-05 01:27:14,2022-12-28 07:39:02,,,,,,," cancelled_username"
187,187,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
188,188,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:43:28,2022-12-05 01:27:42,2022-12-28 07:39:02,,,,,,," cancelled_username"
189,189,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2023-01-06 10:23:17,2022-12-05 01:13:40,2022-12-05 05:18:15,2023-01-03 07:41:20,,,,,,," cancelled_username"
190,190,Kyu(5850),so young jeong(75727,jason_(38952),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:40:58,2022-12-05 01:20:54,2022-12-28 07:39:02,,,,,,," cancelled_username"
191,191,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2023-01-06 10:23:17,2022-12-04 23:28:36,2022-12-04 23:50:26,2023-01-03 07:41:20,,,,,,," cancelled_username"
192,192,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2023-01-06 10:23:17,2022-12-05 01:18:42,2022-12-05 01:35:54,2023-01-03 07:41:20,,,,,,," cancelled_username"
193,193,chloe93(12810),hanpoom logi(75732),hanpoom logi(75731),,,,,system(0),2023-01-06 10:23:17,2022-12-04 23:54:17,2022-12-05 00:01:00,2023-01-03 07:41:20,,,,,,," cancelled_username"
194,194,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2023-01-06 10:23:17,2022-12-05 04:47:33,2022-12-05 05:10:08,2023-01-03 07:41:20,,,,,,," cancelled_username"
195,195,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:43:19,2022-12-05 01:28:19,2022-12-28 07:39:02,,,,,,," cancelled_username"
196,196,chloe93(12810),hanpoom logi(75732),hanpoom logi(75733),,,,,system(0),2023-01-06 10:23:17,2022-12-05 00:48:56,2022-12-06 06:19:40,2023-01-03 07:41:20,,,,,,," cancelled_username"
197,197,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
198,198,chloe93(12810),so young jeong(75727,Kyu(5850),,,,,system(0),2023-01-06 10:23:17,2022-12-05 00:43:03,2022-12-05 01:28:54,2022-12-28 07:39:02,,,,,,," cancelled_username"
199,199,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
200,200,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
201,201,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
202,202,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2023-01-06 10:23:17,2022-12-05 04:48:33,2022-12-05 05:09:29,2023-01-03 07:41:20,,,,,,," cancelled_username"
203,203,chloe93(12810),hanpoom logi(75732),jason_(38952),,,,,system(0),2023-01-06 10:23:17,2022-12-05 05:05:42,2022-12-05 05:26:26,2023-01-03 07:41:20,,,,,,," cancelled_username"
204,204,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:42:58,2022-12-05 01:29:22,2022-12-28 07:39:02,,,,,,," cancelled_username"
205,205,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
206,206,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2023-01-06 10:23:17,2022-12-05 01:06:33,2022-12-05 04:44:07,2023-01-03 07:41:20,,,,,,," cancelled_username"
207,207,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2023-01-06 10:23:17,2022-12-05 01:07:56,2022-12-05 04:48:13,2023-01-03 07:41:20,,,,,,," cancelled_username"
208,208,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:42:52,2022-12-05 01:29:48,2022-12-28 07:39:02,,,,,,," cancelled_username"
209,209,chloe93(12810),hanpoom logi(75732),hanpoom logi(75733),,,,,system(0),2022-12-13 05:38:32,2022-12-05 00:09:20,2022-12-06 06:20:26,2023-01-03 07:41:20,,,,,,," cancelled_username"
210,210,chloe93(12810),hanpoom logi(75732),jason_(38952),,,,,system(0),2022-12-13 05:38:32,2022-12-05 04:56:55,2022-12-05 05:16:26,2023-01-03 07:41:20,,,,,,," cancelled_username"
211,211,,,,,chloe93(12810),,,system(0),2022-12-16 02:58:04,2022-12-16 02:58:11,2022-12-16 02:58:19,,,,,,2023-01-30 09:49:22,,others
212,212,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-05 00:50:06,2022-12-05 04:54:44,2023-01-03 07:41:20,,,,,,," cancelled_username"
213,213,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
214,214,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
215,215,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
216,216,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
217,217,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:42:46,2022-12-06 07:03:24,2022-12-28 07:39:02,,,,,,," cancelled_username"
218,218,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:42:41,2022-12-06 07:19:15,2022-12-28 07:39:02,,,,,,," cancelled_username"
219,219,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
220,220,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:42:36,2022-12-06 07:18:30,2022-12-28 07:39:02,,,,,,," cancelled_username"
221,221,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-05 01:24:24,2022-12-06 06:18:19,2023-01-03 07:41:20,,,,,,," cancelled_username"
222,222,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
223,223,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:04:47,2022-12-05 00:42:32,2022-12-06 07:16:43,2022-12-28 07:39:02,,,,,,," cancelled_username"
224,224,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
225,225,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-04 23:59:11,2022-12-05 05:04:41,2023-01-03 07:41:20,,,,,,," cancelled_username"
226,226,chloe93(12810),hanpoom logi(75732),jason_(38952),,,,,system(0),2022-12-13 05:38:32,2022-12-04 23:53:32,2022-12-05 05:19:14,2023-01-03 07:41:20,,,,,,," cancelled_username"
227,227,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-05 04:36:43,2022-12-06 06:18:50,2023-01-03 07:41:20,,,,,,," cancelled_username"
228,228,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:06:51,2022-12-05 00:40:36,2022-12-06 07:20:28,2022-12-28 07:39:02,,,,,,," cancelled_username"
229,229,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:06:51,2022-12-05 00:42:26,2022-12-06 07:15:49,2022-12-28 07:39:02,,,,,,," cancelled_username"
230,230,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
231,231,,,,,chloe93(12810),,,system(0),2022-12-16 02:58:04,2022-12-16 02:58:11,2022-12-16 02:58:19,,,,,,2023-01-30 09:55:56,,others
232,232,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
233,233,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:06:51,2022-12-05 00:42:21,2022-12-06 07:14:29,2022-12-28 07:39:02,,,,,,," cancelled_username"
234,234,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-04 23:57:32,2022-12-05 04:59:12,2023-01-03 07:41:20,,,,,,," cancelled_username"
235,235,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
236,236,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
237,237,chloe93(12810),hanpoom logi(75732),hanpoom logi(75733),,,,,system(0),2022-12-13 05:38:32,2022-12-04 23:54:59,2022-12-06 06:16:26,2023-01-03 07:41:20,,,,,,," cancelled_username"
238,238,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-05 00:20:33,2022-12-06 06:17:06,2023-01-03 07:41:20,,,,,,," cancelled_username"
239,239,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
240,240,chloe93(12810),hanpoom logi(75733),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-06 05:08:18,2022-12-06 05:57:58,2023-01-03 07:41:20,,,,,,," cancelled_username"
241,241,,,,,chloe93(12810),,,system(0),2022-12-16 02:58:04,2022-12-16 02:58:11,2022-12-16 02:58:19,,,,,,2023-01-30 09:51:08,,others
242,242,chloe93(12810),hanpoom logi(75732),jason_(38952),,,,,system(0),2022-12-13 05:38:32,2022-12-05 04:55:56,2022-12-05 05:24:13,2023-01-03 07:41:20,,,,,,," cancelled_username"
243,243,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:06:51,2022-12-05 00:42:16,2022-12-06 07:13:10,2022-12-28 07:39:02,,,,,,," cancelled_username"
244,244,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
245,245,jason_(38952),Dobby(41124),hanpoom logi(75728),,,,,system(0),2022-12-04 22:43:23,2022-12-05 00:33:17,2022-12-05 06:07:13,2023-01-03 07:41:20,,,,,,," cancelled_username"
246,246,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-05 00:51:07,2022-12-05 05:16:47,2023-01-03 07:41:20,,,,,,," cancelled_username"
247,247,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-05 00:26:55,2022-12-05 05:02:12,2023-01-03 07:41:20,,,,,,," cancelled_username"
248,248,chloe93(12810),Dobby(41124),Kyu(5850),,,,,system(0),2022-12-13 05:38:32,2022-12-05 00:36:21,2022-12-06 07:26:22,2023-01-03 07:41:20,,,,,,," cancelled_username"
249,249,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
250,250,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-05 00:02:55,2022-12-05 05:06:47,2023-01-03 07:41:20,,,,,,," cancelled_username"
251,251,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:06:51,2022-12-05 00:42:11,2022-12-06 07:12:36,2022-12-28 07:39:02,,,,,,," cancelled_username"
252,252,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:06:51,2022-12-05 00:40:29,2022-12-06 07:21:14,2022-12-28 07:39:02,,,,,,," cancelled_username"
253,253,chloe93(12810),hanpoom logi(75732),jason_(38952),,,,,system(0),2022-12-13 05:38:32,2022-12-04 23:52:56,2022-12-05 05:14:53,2023-01-03 07:41:20,,,,,,," cancelled_username"
254,254,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:06:51,2022-12-05 00:42:06,2022-12-06 07:11:43,2022-12-28 07:39:02,,,,,,," cancelled_username"
255,255,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
256,256,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:06:51,2022-12-05 00:40:05,2022-12-06 07:24:58,2022-12-28 07:39:02,,,,,,," cancelled_username"
257,257,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-05 00:06:13,2022-12-05 05:05:29,2023-01-03 07:41:20,,,,,,," cancelled_username"
258,258,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-04 23:50:47,2022-12-05 04:57:23,2023-01-03 07:41:20,,,,,,," cancelled_username"
259,259,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-04 23:47:07,2022-12-05 04:58:17,2023-01-03 07:41:20,,,,,,," cancelled_username"
260,260,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:06:51,2022-12-05 00:40:24,2022-12-06 07:22:53,2022-12-28 07:39:02,,,,,,," cancelled_username"
261,261,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-05 00:16:16,2022-12-05 05:02:54,2023-01-03 07:41:20,,,,,,," cancelled_username"
262,262,jason_(38952),jason_(38952),Bern(25814),,,,,system(0),2022-12-04 22:43:23,2022-12-05 00:46:05,2022-12-14 07:40:56,2023-01-03 07:41:20,,,,,,," cancelled_username"
263,263,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:06:51,2022-12-05 00:40:17,2022-12-06 07:23:31,2022-12-28 07:39:02,,,,,,," cancelled_username"
264,264,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
265,265,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-04 23:44:14,2022-12-05 05:00:43,2023-01-03 07:41:20,,,,,,," cancelled_username"
266,266,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:06:51,2022-12-05 00:40:11,2022-12-06 07:24:24,2022-12-28 07:39:02,,,,,,," cancelled_username"
267,267,Kyu(5850),jason_(38952),,chris,,,,chris,2022-12-05 00:06:51,2022-12-05 00:37:47,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
268,268,Kyu(5850),Dobby(41124),Kyu(5850),,,,,system(0),2022-12-05 00:06:51,2022-12-05 00:36:46,2022-12-06 07:42:23,2022-12-28 07:39:02,,,,,,," cancelled_username"
269,269,Kyu(5850),so young jeong(75727,Kyu(5850),,,,,system(0),2022-12-05 00:06:51,2022-12-05 00:42:01,2022-12-06 07:10:32,2022-12-28 07:39:02,,,,,,," cancelled_username"
270,270,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
271,271,chloe93(12810),hanpoom logi(75732),hanpoom logi(75728),,,,,system(0),2022-12-13 05:38:32,2022-12-04 23:48:35,2022-12-05 05:04:01,2023-01-03 07:41:20,,,,,,," cancelled_username"
272,272,chloe93(12810),hanpoom logi(75732),jason_(38952),,,,,system(0),2022-12-13 05:38:32,2022-12-05 04:52:46,2022-12-05 05:10:17,2023-01-03 07:41:20,,,,,,," cancelled_username"
273,273,chloe93(12810),charlie_(33607),hanpoom logi(75733),,,,,system(0),2022-12-13 05:38:32,2022-12-06 06:02:07,2022-12-06 06:05:33,2023-01-03 07:41:20,,,,,,," cancelled_username"
274,274,,,,chris,,,,chris,2022-12-16 02:58:04,2022-12-16 02:58:11,2023-01-09 21:27:05,2023-01-09 21:27:05,,,,,,2023-01-10 11:31:34," cancelled_username"
275,275,chloe93(12810),hanpoom logi(75732),jason_(38952),,,,,system(0),2022-12-13 05:38:32,2022-12-05 01:15:18,2022-12-05 05:18:13,2023-01-03 07:41:20,,,,,,," cancelled_username"
276,276,Kyu(5850),jason_(38952),Kyu(5850),,,,,system(0),2022-12-05 00:06:51,2022-12-05 00:46:52,2022-12-06 07:09:17,2022-12-28 07:39:02,,,,,,," cancelled_username"
277,277,jason_(38952),Dobby(41124),hanpoom logi(75728),,,,,system(0),2022-12-04 22:44:53,2022-12-05 00:33:30,2022-12-05 06:04:38,2023-01-03 07:41:20,,,,,,," cancelled_username"
